fe_id,control_sample,version,period,estimate,se,lower,upper
12,notyet,rotated,post,239.705986871552,76.6380287968536,89.4954504297188,389.916523313385
13,notyet,original,pre,33.5677149408399,40.5892031496522,-45.9871232324783,113.122553114158
13,notyet,original,post,442.137998549724,97.7758416769294,250.497348862943,633.778648236506
13,notyet,rotated,pre,4.88619293984694,10.3135704732914,-15.3284051878042,25.1007910674981
13,notyet,rotated,post,452.893569300097,105.184418130959,246.732109763418,659.055028836776
14,notyet,original,pre,0.00303053096642663,38.5234448353431,-75.502921346306,75.5089824082389
14,notyet,original,post,201.532627911753,67.9535717751547,68.3436272324501,334.721628591056
14,notyet,rotated,pre,-0.36241117271191,9.83910176192796,-19.6470506260907,18.9222282806669
14,notyet,rotated,post,201.669668550633,74.9578370728715,54.7523078878044,348.587029213461
15,notyet,original,pre,26.3604051715428,40.4578287376267,-52.9369391542054,105.657749497291
15,notyet,original,post,314.756262860866,92.9979382307805,132.480303928536,497.032221793196
15,notyet,rotated,pre,3.11867499777979,10.2512569647582,-16.9737886531463,23.2111386487059
15,notyet,rotated,post,323.471911676027,100.508601079955,126.475053559315,520.468769792739
16,notyet,original,pre,26.3604051483462,40.5028582136067,-53.025196950323,105.746007247015
16,notyet,original,post,314.756262856618,93.1016099328609,132.27710738821,497.235418325025
16,notyet,rotated,pre,3.11867499417624,10.2626516433897,-16.9961222268676,23.2334722152201
16,notyet,rotated,post,323.471911664432,100.620644715909,126.25544802125,520.688375307613
17,notyet,original,pre,46.3658836214168,39.2840369458751,-30.6308287924983,123.362596035332
17,notyet,original,post,355.165151125909,115.889258095422,128.022205258882,582.308096992935
17,notyet,rotated,pre,11.2341020359014,9.67658916265501,-7.73201272290246,30.2002167947052
17,notyet,rotated,post,368.339569220477,120.720385341436,131.727613951262,604.951524489692
18,notyet,original,pre,45.1410490680547,39.8019157675182,-32.870705836281,123.15280397239
18,notyet,original,post,350.228135759897,117.241703184675,120.434397517933,580.02187400186
18,notyet,rotated,pre,11.6239261027751,9.87945082881959,-7.73979752171129,30.9876497272615
18,notyet,rotated,post,362.797056871877,122.133048053289,123.416282687431,602.177831056322
19,notyet,original,pre,38.653117872641,41.3682193514353,-42.4285920561721,119.734827801454
19,notyet,original,post,396.212872135495,119.324311362376,162.337221865238,630.088522405753
